week,avg_title_sentiment,video_count,avg_asx_return,asx_close
2024-01-08,0.0,1,0.00026400405699107996,7498.2998046875
2024-01-15,-0.3182,1,-0.00204007026320382,7421.2001953125
2024-01-22,0.0,1,0.0044935620490516,7555.39990234375
2024-02-05,0.2023,1,-0.00140713418280734,7644.7998046875
2024-02-12,0.2990333333333333,3,0.00037069131167068013,7658.2998046875
2024-02-19,0.22758000000000003,5,-0.00037557939737196017,7643.60009765625
2024-02-26,0.07615,4,0.0026577701146469996,7745.60009765625
2024-03-04,0.0,2,0.00261474953743958,7847.0
2024-03-11,0.1953,3,-0.00451741718963412,7670.2998046875
2024-03-18,-0.08236,5,0.00261242130182858,7770.60009765625
2024-03-25,0.3753,2,0.00405163025590965,7896.89990234375
2024-04-01,0.0,1,-0.0039147275296428745,7773.2998046875
2024-04-08,0.12266666666666666,3,0.00038688649367906006,7788.10009765625
2024-04-15,0.0666,7,-0.00570499982463476,7567.2998046875
2024-04-22,0.10115,2,0.00032552087908693924,7575.89990234375
2024-04-29,0.0,3,0.0014234949967678798,7629.0
2024-05-06,0.12726666666666667,3,0.0031597483291347602,7749.0
2024-05-20,0.7184,1,-0.0022158993808262203,7727.60009765625
2024-05-27,0.4995,1,-0.0006358335266702798,7701.7001953125
2024-06-03,0.43743333333333334,3,0.004084618532754,7860.0
2024-06-10,0.0,3,-0.004324406475353201,7724.2998046875
2024-06-17,0.1659875,8,0.0018603143018278694,7796.0
2024-06-24,0.2038,3,-0.0007016602636605399,7767.5
2024-07-01,0.0,1,0.00142320368036888,7822.2998046875
2024-07-08,0.0,3,0.00350216979620116,7959.2998046875
2024-07-15,0.18667499999999998,4,0.00032730613242010036,7971.60009765625
2024-07-22,0.3557,5,-0.0012384018061873398,7921.2998046875
2024-07-29,0.0,1,0.0006379685458001404,7943.2001953125
2024-08-05,0.0,5,-0.00405283660509506,7777.7001953125
2024-08-12,0.20980000000000001,4,0.0049339320645794,7971.10009765625
2024-08-19,0.16784000000000002,5,0.0013217123103476801,8023.89990234375
2024-08-26,0.031375,4,0.0016981759993003724,8091.89990234375
2024-09-02,-0.08895,2,-0.0019100481820991996,8013.39990234375
2024-09-09,0.21230000000000002,3,0.0021629890929511604,8099.89990234375
2024-09-16,0.059199999999999996,5,0.0026935324338928602,8209.5
2024-09-23,0.2285,3,8.019177880153982e-05,8212.2001953125
2024-09-30,0.2023,1,-0.0015054544639660598,8150.0
2024-10-07,-0.06705714285714286,7,0.0015845576158272797,8214.5
2024-10-14,0.09474,5,0.00169075707713334,8283.2001953125
2024-10-21,0.08175,6,-0.00170992682961098,8211.2998046875
2024-10-28,0.29924,5,-0.0022543164299917403,8118.7998046875
2024-11-11,0.43970000000000004,5,-0.00022483547973339984,8285.2001953125
2024-11-18,0.04505,8,0.00262315463457334,8393.7998046875
2024-11-25,0.0,2,0.0010186167253932203,8436.2001953125
2024-12-02,0.11875000000000001,6,-0.00035396704766189993,8420.900390625
2024-12-09,0.18261666666666665,6,-0.00298268935177244,8296.0
2024-12-16,0.07293333333333334,3,-0.00554441040960042,8067.0
2024-12-23,0.0,1,0.0080045200427487,8261.7998046875
2025-01-06,0.1153,6,0.0010645315220306,8294.099609375
2025-01-13,0.10730000000000003,2,0.0004301135461243398,8310.400390625
2025-01-20,0.0,2,0.00237423206309306,8408.900390625
2025-01-27,0.06497142857142855,7,0.0036652900756825747,8532.2998046875
2025-02-03,0.04870000000000001,7,-0.00044012746061080005,8511.400390625
2025-02-10,0.0,3,0.0010457284680837997,8555.7998046875
2025-02-17,0.13935,4,-0.00613850705021278,8296.2001953125
2025-02-24,0.0,2,-0.0029873512337098,8172.39990234375
2025-03-03,-0.296,1,-0.0055108046843876796,7948.2001953125
2025-03-10,0.4939,1,-0.00399753364770958,7789.7001953125
2025-03-17,0.0,1,0.0036224668469012197,7931.2001953125
2025-03-24,-0.09866666666666667,3,0.00128374058533098,7982.0
2025-03-31,-0.019628571428571415,7,-0.007920869143332721,7667.7998046875
2025-04-07,-0.05934999999999999,8,-8.19960245709999e-05,7646.5
2025-04-14,0.2787,2,0.0056103102934977256,7819.10009765625
2025-04-21,0.0086,3,0.006331559760274333,7968.2001953125
2025-04-28,0.0,2,0.006687562793985561,8238.0
2025-05-05,0.0,2,-0.0001518782081239999,8231.2001953125
2025-05-12,0.10115,2,0.00272057133287024,8343.7001953125
2025-05-19,-0.14200000000000002,2,0.00042362912356452,8360.900390625
2025-05-26,0.30710000000000004,8,0.00176197742045358,8434.7001953125
2025-06-02,0.23217777777777776,9,0.0019245357405656,8515.7001953125
2025-06-09,-0.1244,3,0.0009394870708760002,8547.400390625
2025-06-16,0.05767500000000001,8,-0.00098209091493596,8505.5
2025-06-23,0.3487,3,0.00021671115049183982,8514.2001953125
2025-06-30,-0.0004666666666666523,6,0.00208065578659178,8603.0
2025-07-14,0.2997,2,0.0041240999697997795,8757.2001953125
2025-07-21,-0.10746666666666665,3,-0.0020543349562459,8666.900390625
2025-07-28,0.027150000000000007,4,-9.942894840021983e-05,8662.0
2025-08-04,0.31231666666666663,6,0.00334545221610356,8807.099609375
2025-08-11,0.27634000000000003,5,0.00297939904554172,8938.599609375
2025-08-18,-0.28459999999999996,2,0.0006655503347977801,8967.400390625
2025-08-25,0.10115,2,0.00013009439600540005,8973.099609375
2025-09-01,0.13285,6,-0.00223470994548904,8871.2001953125
2025-09-08,-0.014699999999999996,5,-0.00013239378652948018,8864.900390625
2025-09-15,-0.06983333333333333,3,-0.00205936124576728,8773.5
2025-09-22,0.17516666666666666,3,0.00033572521300547994,8787.7001953125
2025-09-29,0.2342,6,0.00451652502257084,8987.400390625
2025-10-06,0.08243333333333333,6,-0.00064695608172236,8958.2998046875
2025-10-13,0.1807,7,0.0008562604606964404,8995.2998046875
2025-10-20,0.12407777777777779,9,0.0005380449595979199,9019.0
2025-10-27,0.13228333333333334,6,-0.0030483395520771,8881.900390625
2025-11-03,0.050575,4,-0.00252772224266708,8769.7001953125
2025-11-10,0.3374333333333333,3,-0.00308047405412028,8634.5
2025-11-17,0.033716666666666666,6,-0.0050348023320247,8416.5
2025-11-24,0.20980000000000001,4,0.00466480356974564,8614.099609375
2025-12-01,0.2106,9,0.00048032546212093996,8634.599609375
2025-12-08,0.2909,4,0.00146436307972876,8697.2998046875
2025-12-15,-0.068,5,-0.0017443508622512402,8621.400390625
2025-12-22,0.21176666666666666,3,0.0054550046649503,8762.7001953125
2025-12-29,0.14602500000000002,4,-0.0018430965059205333,8714.2998046875
